"AMOUNT","CASE","CREATED_AT","MERCHANT","RISK_SCORE","USER_ACCOUNT_AGGREGATE_ORDER_COUNT"
"20.0","570160617","2018-02-19","7625","59.28","2"
"80.43","573992108","2018-02-17","7625","50.38","4"
"105.0","575877721","2018-02-25","7625","55.32","2"
"2.0","572647077","2018-02-22","7625","84.27","4"
"1.23","557101738","2018-02-06","7625","80.23","1"
"35.0","552847550","2018-02-02","7625","94.41","1"
"1.0","555575575","2018-02-05","7625","61.66","1"
"7.15","573147539","2018-02-22","7625","81.42","1"
"2.0","552350819","2018-02-02","7625","84.41","14"
"1.95","555870779","2018-02-05","7625","91.6","2"
"23.25","557104544","2018-02-06","7438","81.2",""
"2.0","576573530","2018-02-25","7625","58.59","1"
"10.0","558987650","2018-02-08","7625","92.98","2"
"0.25","576505213","2018-02-25","7625","85.9","1"
"20.6","571264542","2018-02-20","7625","57.53","2"
"2.0","556503511","2018-02-06","7625","53.51","1"
"10.0","575847515","2018-02-25","7625","60.23","6"
"4.0","555210495","2018-02-04","7625","80.43","12"
"0.25","576317662","2018-02-25","7625","52.47","1"
"26.48","563477053","2018-02-12","7625","53.53","3"
"442.51","560201101","2018-02-09","71","74.54","1"
"18.8","574141026","2018-02-23","7625","57.77","2"
"63.0","554173749","2018-02-03","7625","83.22","3"
"2.0","555251559","2018-02-04","7625","52.08","1"
"4.0","576889610","2018-02-26","7625","76.54","11"
"41.8","563593287","2018-02-12","7625","83.2","2"
"46.9","564640304","2018-02-14","7625","71.64","3"
"26.05","562582444","2018-02-11","7625","79.67","1"
"148.0","576950895","2018-02-26","7625","78.0","22"
"5.1","557700169","2018-02-07","7625","60.01","3"
"3.9","554365744","2018-02-03","7625","80.54","1"
"2.0","562394126","2018-02-11","7625","83.37","2"
"19.6","564484139","2018-02-13","7625","90.95","8"
"30.0","561508696","2018-02-10","7625","63.09","1"
"1.0","570307881","2018-02-19","7625","92.89","1"
"179.99","560475623","2018-02-09","11473","93.4",""
"5.65","562393369","2018-02-11","7625","86.61","23"
"61.45","567007298","2018-02-16","7625","78.75","1"
"48.0","564207022","2018-02-13","7625","55.22","28"
"31.0","554496044","2018-02-04","7625","80.88","3"
"1.99","564417227","2018-02-13","7625","54.21","2"
"34.2","572533283","2018-02-22","7625","80.09","13"
"5.0","552602546","2018-02-02","7625","93.0","1"
"25.96","557983246","2018-02-07","7625","65.0","3"
"43.2","566259186","2018-02-15","3573","98.75","2"
"3.28","573521639","2018-02-22","7625","83.11","1"
"2.0","562426019","2018-02-11","7625","77.42","3"
"4516.0","563283273","2018-02-12","2001138","75.62",""
"1.0","559950709","2018-02-09","7625","61.78","1"
"4.0","578474666","2018-02-27","7625","66.09","3"
"13.5","569808898","2018-02-19","7625","51.43","2"
"2.0","562743828","2018-02-12","7625","93.41","5"
"1.9","552933503","2018-02-02","7625","64.48","4"
"15.81","560520337","2018-02-09","7625","68.67","5"
"2.0","559423400","2018-02-08","7625","65.47","1"
"9.0","571589540","2018-02-21","7625","91.95","1"
"6.0","578273780","2018-02-27","7625","73.08","5"
"1.0","572751494","2018-02-22","7625","92.02","1"
"29.02","576899412","2018-02-26","3234","91.57","0"
"89.6","559687261","2018-02-09","2235","89.92",""
"30.89","556377415","2018-02-05","7625","62.33","22"
"1.0","560928069","2018-02-10","7625","92.9","1"
"24.5","556591894","2018-02-06","7625","54.32","4"
"5.7","568907193","2018-02-18","7625","55.12","13"
"3.55","556387479","2018-02-05","7625","95.67","7"
"8.0","556675699","2018-02-06","7625","83.68","38"
"1.24","569397561","2018-02-18","7625","75.8","1"
"8.0","561768556","2018-02-11","7625","91.01","2"
"9.0","556435815","2018-02-05","7625","87.23","3"
"22.35","561341573","2018-02-10","7625","88.95","1"
"8.0","556120123","2018-02-05","7625","67.93","1"
"2.0","577568465","2018-02-26","7625","59.7","1"
"0.5","565723462","2018-02-15","7625","89.47","1"
"60.0","573934459","2018-02-18","7625","51.87","1"
"36.0","573770474","2018-02-23","7625","94.87","1"
"2.0","572544146","2018-02-22","7625","95.58","10"
"67.4","576588821","2018-02-25","7625","86.66","1"
"375.84","578772037","2018-02-27","71","52.39","1"
"92.3","561139088","2018-02-10","7438","93.53",""
"74.0","565129033","2018-02-14","7625","59.08","1"
"89.29","551680608","2018-02-01","8886","74.14",""
"3.0","567165255","2018-02-16","7625","66.08","9"
"7.8","575831857","2018-02-25","7625","77.12","1"
"8.9","559081493","2018-02-08","7625","70.7","5"
"3.9","577887595","2018-02-27","7625","89.66","10"
"1.95","559417539","2018-02-08","7625","85.67","3"
"25.21","560980352","2018-02-10","7625","78.42","1"
"14.55","571942735","2018-02-20","7625","62.37","25"
"2.0","551443420","2018-02-01","7625","64.05","1"
"3.6","573775584","2018-02-23","7625","88.74","11"
"14.75","559671866","2018-02-09","7625","61.61","2"
"30.55","568023759","2018-02-17","7625","83.59","1"
"47.0","564148386","2018-02-13","7625","66.27","1"
"97.16","570889357","2018-02-20","71","71.9","1"
"26.0","577889886","2018-02-27","7625","68.32","1"
"73.95","553109459","2018-02-02","7625","71.53","8"
"1.79","564705333","2018-02-14","7625","77.34","1"
"1.06","556868541","2018-02-06","7625","54.41","1"
"2.0","562245196","2018-02-11","7625","78.16","2"
"21.38","556938092","2018-02-06","7625","87.61","1"
"7.0","558416352","2018-02-07","7625","76.26","3"
"26.0","553189807","2018-02-02","7625","95.71","1"
"6.0","570291405","2018-02-19","7625","88.35","5"
"3.9","572820791","2018-02-22","7625","84.05","1"
"5.29","554869639","2018-02-04","7625","52.63","2"
"2.0","573794184","2018-02-23","7625","90.82","2"
"10.0","575820398","2018-02-25","7625","86.98","4"
"1.95","558972008","2018-02-08","7625","88.1","2"
"93.0","568110379","2018-02-17","7625","90.17","1"
"23.5","561443641","2018-02-10","7625","83.01","1"
"6.65","571002552","2018-02-20","7625","74.87","13"
"1.0","573804584","2018-02-23","7625","77.07","1"
"1.04","552376224","2018-02-02","7625","69.11","1"
"1.95","574150786","2018-02-23","7625","90.56","1"
"11.4","569381419","2018-02-18","7625","71.14","3"
"38.0","560800757","2018-02-10","7625","65.1","2"
"87.0","560293416","2018-02-09","7625","87.47","5"
"57.11","568553529","2018-02-17","7625","81.98","6"
"3.7","576852483","2018-02-26","7625","93.33","2"
"3.9","554549458","2018-02-04","7625","77.69","9"
"11.83","571630583","2018-02-21","7625","73.11","1"
"4.0","576514476","2018-02-25","7625","72.55","2"
"17.95","554726800","2018-02-04","7625","58.07","2"
"5.95","561879663","2018-02-11","7625","97.54","1"
"62.79","569391822","2018-02-18","7625","70.63","1"
"250.0","552472725","2018-02-02","8886","70.31",""
"24.75","561719183","2018-02-11","7625","69.27","2"
"10.0","582105795","2018-02-26","7625","90.42","8"
"1.0","577591151","2018-02-26","7625","75.81","1"
"5.21","552160559","2018-02-01","7625","68.97","2"
"57.7","554184842","2018-02-03","7625","92.27","19"
"12.0","561851132","2018-02-11","7625","80.6","3"
"12.0","582496048","2018-02-26","7625","73.73","5"
"1.23","558143786","2018-02-07","7625","78.84","1"
"8.55","560578614","2018-02-09","7625","83.76","1"
"3.37","555103221","2018-02-04","7625","61.28","1"
"22.0","574094128","2018-02-15","7625","94.98","2"
"4.0","563600286","2018-02-12","7625","91.79","3"
"2.0","554413516","2018-02-03","7625","92.0","8"
"31.6","560161652","2018-02-09","7625","68.3","1"
"50.0","555606594","2018-02-05","7625","70.64","1"
"29.45","572341463","2018-02-21","7625","63.91","4"
"6.0","558513555","2018-02-07","7625","80.07","3"
"127.8","576897624","2018-02-26","7625","51.16","1"
"2.0","555513598","2018-02-04","7625","92.8","1"
"2.0","576523408","2018-02-25","7625","84.37","6"
"1.0","552843418","2018-02-02","7625","70.13","1"
"7.7","555363141","2018-02-04","7625","76.23","2"
"107.32","560608214","2018-02-09","7625","76.63","16"
"61.0","578007832","2018-02-27","7625","62.09","2"
"2.03","561646809","2018-02-11","7625","50.96","4"
"2.0","575984563","2018-02-25","7625","85.51","9"
"8.7","562240354","2018-02-11","7625","93.91","1"
"18.0","570886432","2018-02-20","7625","74.35","1"
"24.24","555511240","2018-02-04","7625","84.35","1"
"1.0","568460119","2018-02-17","7625","75.46","1"
"60.61","576305332","2018-02-25","407","58.46",""
"2.0","556546546","2018-02-06","7625","73.92","1"
"23.81","559507046","2018-02-08","7625","76.61","14"
"5.0","560482880","2018-02-09","7625","85.47","16"
"54.4","578193458","2018-02-27","7625","54.0","11"
"119.0","563611057","2018-02-13","7625","89.79","3"
"40.85","568490166","2018-02-17","7625","86.81","3"
"34.0","574690415","2018-02-24","7625","96.73","1"
"2.0","568429830","2018-02-17","7625","73.74","4"
"11.4","577063867","2018-02-26","7625","89.75","29"
"26.0","571377723","2018-02-20","7625","65.5","3"
"7.0","577240596","2018-02-26","7625","80.79","3"
"5.7","559885874","2018-02-09","7625","76.13","1"
"1.98","553640618","2018-02-03","7625","70.16","1"
"12.05","576662035","2018-02-25","7625","84.51","6"
"3.0","565265499","2018-02-14","7625","62.59","22"
"4.0","571247687","2018-02-20","7625","87.55","4"
"134.9","559699272","2018-02-09","7625","75.14","1"
"36.52","569862120","2018-02-19","7625","62.8","1"
"22.1","564444264","2018-02-13","7625","54.13","8"
"6.0","561586298","2018-02-10","7625","54.07","9"
"0.5","569798747","2018-02-19","7625","93.97","1"
"3.97","562073601","2018-02-11","7625","96.0","8"
"14.23","570566764","2018-02-19","7625","64.12","7"
"8.0","554552097","2018-02-04","7625","77.02","1"
"2.01","569852697","2018-02-19","7625","71.83","28"
"305.0","577957021","2018-02-27","7625","56.44","2"
"84.76","557949233","2018-02-07","7625","58.43","2"
"27.0","553463891","2018-02-03","7625","72.52","1"
"5.75","563990816","2018-02-13","7625","69.6","4"
"2.0","555033251","2018-02-04","7625","75.12","22"
"5.95","559584008","2018-02-09","7625","88.08","6"
"2.0","570385856","2018-02-19","7625","71.8","3"
"1.02","553961809","2018-02-03","7625","58.88","1"
"2.0","570750398","2018-02-20","7625","89.12","5"
"11.4","567807754","2018-02-17","7625","77.28","1"
"17.0","571065145","2018-02-20","7625","52.56","2"
"2046.56","556366764","2018-02-05","3234","94.7","0"
"4.95","570394306","2018-02-19","7625","89.22","1"
"90.0","575839198","2018-02-25","7625","90.58","1"
"9.65","573181861","2018-02-22","7625","65.54","6"
"60.8","573242390","2018-02-22","7625","68.52","13"
"90.07","576988302","2018-02-26","7625","89.03","1"
"195.29","567865652","2018-02-17","4444","59.4",""
"28.2","553110507","2018-02-02","7625","89.07","3"
"27.0","569990727","2018-02-19","7625","85.95","1"
"2.0","560935012","2018-02-06","7625","64.53","4"
"30.0","556189402","2018-02-05","7625","85.46","4"
"3.8","556790896","2018-02-06","7625","72.01","10"
"1.0","556185880","2018-02-05","7625","77.37","1"
"19.95","556659559","2018-02-06","7625","85.47","1"
"7.0","556421839","2018-02-05","7625","62.87","1"
"11.82","560939864","2018-02-10","7625","60.8","1"
"7.2","567165496","2018-02-14","7625","75.23","36"
"24.95","556667268","2018-02-06","7625","83.0","2"
"2.0","572619243","2018-02-22","7625","95.37","13"
"1.0","562457850","2018-02-11","7625","98.0","1"
"1.0","556707649","2018-02-06","7625","77.64","1"
"110.0","559626762","2018-02-09","2209","99.19","3"
"2.0","569389566","2018-02-18","7625","56.2","1"
"6.0","571939420","2018-02-21","7625","62.6","3"
"4.0","578394059","2018-02-27","7625","69.43","3"
"49.85","554068616","2018-02-03","7625","77.2","13"
"44.14","558261268","2018-02-07","7625","60.38","1"
"58.88","574080393","2018-02-23","7625","81.06","1"
"5.97","563295302","2018-02-12","7625","60.06","3"
"6.0","560867133","2018-02-10","7625","87.59","1"
"1.24","577991271","2018-02-27","7625","75.25","1"
"1.03","551826337","2018-02-01","7625","50.83","1"
"12.5","551675602","2018-02-01","7625","57.91","4"
"1234.99","563171490","2018-02-12","11473","94.26",""
"6.0","561387545","2018-02-10","7625","90.31","1"
"1.24","569904855","2018-02-19","7625","79.72","1"
"30.87","551682283","2018-02-01","7625","94.02","1"
"1.23","577409885","2018-02-26","7625","62.44","1"
"1.22","561634257","2018-02-11","7625","70.2","1"
"42.0","574760741","2018-02-24","7625","81.99","4"
"84.1","575587848","2018-02-24","7625","79.6","1"
"4.88","574681334","2018-02-24","7625","61.37","16"
"2.0","573798618","2018-02-23","7625","70.11","1"
"11.4","559391582","2018-02-08","7625","54.92","2"
"1.9","569653009","2018-02-18","7625","87.47","2"
"13.8","562843359","2018-02-12","7625","60.11","15"
"25.13","562786772","2018-02-12","7625","55.95","2"
"100.0","568805100","2018-02-18","7625","57.02","2"
"2.0","551460828","2018-02-01","7625","93.24","1"
"2.0","552148241","2018-02-01","7625","88.82","4"
"33.58","575824548","2018-02-25","12650","80.22","26"
"91.8","564062661","2018-02-13","7625","65.09","9"
"9.42","554915719","2018-02-04","7625","68.4","9"
"34.01","571943254","2018-02-21","7625","63.46","9"
"1.0","552347815","2018-02-02","7625","76.15","1"
"11.0","557652523","2018-02-07","7625","92.06","1"
"3.9","552215688","2018-02-01","7625","83.64","3"
"7.0","559667025","2018-02-09","7625","77.56","11"
"59.52","564087456","2018-02-13","7625","57.4","7"
"71.0","561768721","2018-02-11","7625","91.89","1"
"1.0","561062873","2018-02-10","7625","85.55","1"
"12.38","551485792","2018-02-01","7625","53.24","6"
"1.95","568678207","2018-02-17","7625","94.49","1"
"6.0","577148216","2018-02-26","7625","96.8","1"
"290.62","576169345","2018-02-24","7625","58.55","4"
"4.0","577949815","2018-02-27","7625","83.72","26"
"17.83","568123640","2018-02-17","7625","58.33","4"
"2.0","570763432","2018-02-20","7625","95.04","1"
"5.85","577010351","2018-02-26","7625","95.84","1"
"6.66","564677232","2018-02-14","7625","89.54","1"
"16.45","576830315","2018-02-26","7625","76.76","3"
"72.5","576973709","2018-02-26","7625","85.86","23"
"17.85","552377529","2018-02-02","7625","69.52","5"
"44.55","569864865","2018-02-19","7625","72.3","3"
"13.73","554550274","2018-02-04","7625","79.73","1"
"996.93","552966450","2018-02-02","11473","66.08",""
"18.0","576016369","2018-02-25","7625","58.48","6"
"26.0","573252090","2018-02-22","7625","80.18","5"
"46.0","569892157","2018-02-19","7625","86.09","1"
"16.15","576859400","2018-02-26","7625","57.69","3"
"4.0","576767647","2018-02-25","7625","76.66","2"
"3.0","570354506","2018-02-19","7625","66.12","3"
"1.85","575728217","2018-02-24","7625","86.03","2"
"8.0","556817089","2018-02-06","7625","82.98","2"
"120.0","574429338","2018-02-23","7625","74.63","4"
"41.0","568300774","2018-02-17","7625","60.33","2"
"31.0","561300408","2018-02-10","7625","63.8","1"
"9.0","572552019","2018-02-22","7625","61.06","4"
"4.0","552445835","2018-02-02","7625","89.5","1"
"6.91","569553328","2018-02-18","7625","57.67","4"
"70.0","570320861","2018-02-19","7625","52.46","2"
"1.02","557712847","2018-02-07","7625","64.61","1"
"2.4","574095134","2018-02-23","7625","65.38","5"
"13.0","568828451","2018-02-18","7625","66.54","3"
"72.4","558521760","2018-02-07","7625","77.33","1"
"4.55","577036023","2018-02-26","7625","92.08","5"
"4.97","578353690","2018-02-27","7625","69.78","2"
"57.95","573271887","2018-02-22","7625","68.25","3"
"51.0","563194635","2018-02-12","7625","51.72","9"
"19.0","576015305","2018-02-25","7625","93.82","1"
"26.44","575269420","2018-02-24","7625","94.08","3"
"0.25","575235870","2018-02-24","7625","87.9","1"
"1.22","559579096","2018-02-09","7625","79.66","1"
"3.0","563771822","2018-02-13","7625","64.61","4"
"2.42","569922261","2018-02-19","7625","82.27","1"
"1.9","575863742","2018-02-25","7625","85.13","2"
"3.0","563320834","2018-02-12","7625","82.55","1"
"7.1","560158823","2018-02-09","7625","50.84","13"
"100.55","552375013","2018-02-02","7625","50.12","1"
"44.0","556504411","2018-02-06","7625","65.64","3"
"2.0","567978090","2018-02-17","7625","89.75","7"
"11.2","576855829","2018-02-26","7625","69.69","3"
"1.0","564437510","2018-02-13","7625","96.09","1"
"1.95","578541364","2018-02-27","7625","91.07","1"
"14.13","568114503","2018-02-17","7625","64.28","1"
"2.0","568610530","2018-02-17","7625","93.16","11"
"2.0","561936303","2018-02-11","7625","83.49","5"
"4.94","560715081","2018-02-10","7625","57.46","1"
"53.28","575108197","2018-02-24","7625","69.01","5"
"2.0","562674679","2018-02-12","7625","51.28","17"
"1.9","560740469","2018-02-10","7625","92.11","9"
"40.65","564214707","2018-02-13","7625","95.27","1"
"15.17","570394770","2018-02-19","7625","58.37","3"
"1.95","573938599","2018-02-23","7625","51.31","1"
"2.0","560064188","2018-02-09","7625","91.05","38"
"54.0","557528152","2018-02-07","7625","87.04","1"
"0.5","563725762","2018-02-13","7625","86.31","1"
"77.0","551278074","2018-02-01","7625","90.81","31"
"1.24","554473531","2018-02-03","7625","66.08","1"
"2.5","551814065","2018-02-01","7625","70.04","1"
"2.01","569891861","2018-02-19","7625","68.02","2"
"5.0","557342256","2018-02-06","7625","67.38","4"
"4.08","556204259","2018-02-05","7625","71.19","1"
"7.0","556247657","2018-02-05","7625","91.6","6"
"5.63","563630350","2018-02-13","7625","86.88","2"
"9.9","558705817","2018-02-08","7625","64.55","3"
"2.0","556409763","2018-02-05","7625","74.96","4"
"1.0","556382080","2018-02-05","7625","93.28","1"
"13.56","556661528","2018-02-06","7625","91.09","1"
"51.22","556235319","2018-02-05","7625","61.3","1"
"2.95","556592445","2018-02-06","7625","81.68","4"
"1.0","556642204","2018-02-06","7625","78.73","1"
"5.09","576852772","2018-02-26","7625","71.92","4"
"17.0","556603318","2018-02-06","7625","50.08","2"
"3.0","562581349","2018-02-11","7625","54.61","4"
"56.0","556649355","2018-02-06","7625","79.49","1"
"1.24","556139379","2018-02-05","7625","60.08","1"
"4.0","551822695","2018-02-01","7625","85.46","1"
"2.0","552379417","2018-02-02","7625","50.43","1"
"98.9","556526033","2018-02-06","7625","73.73","1"
"22.8","555033502","2018-02-04","7625","85.52","5"
"2.0","562152858","2018-02-11","7625","88.2","6"
"2.0","573747739","2018-02-23","7625","90.25","5"
"10.42","553460612","2018-02-03","7625","78.51","2"
"2.55","572736890","2018-02-22","7625","91.46","51"
"4.0","568736863","2018-02-17","7625","50.59","2"
"4.0","564499499","2018-02-13","7625","56.86","2"
"18.0","564478778","2018-02-13","7625","78.11","1"
"3.16","568379746","2018-02-17","7625","78.95","4"
"6.39","571665558","2018-02-21","7625","82.14","1"
"297.0","575611832","2018-02-24","7625","57.07","13"
"45.0","576757838","2018-02-25","7625","56.5","2"
"9.6","557496485","2018-02-07","7625","94.34","16"
"12.98","558174263","2018-02-07","7625","52.87","1"
"25.33","575819801","2018-02-25","7625","88.46","1"
"8.6","577006023","2018-02-26","7625","67.0","2"
"4.0","554862242","2018-02-04","7625","97.83","14"
"2.81","567967855","2018-02-17","7625","94.3","30"
"67.0","556868141","2018-02-06","7625","59.9","1"
"9.76","576968015","2018-02-26","7625","63.62","1"
"14.0","555426553","2018-02-04","7625","66.57","3"
"9.5","577212727","2018-02-26","7625","75.76","12"
"2.0","552780333","2018-02-02","7625","89.44","4"
"6.0","568573460","2018-02-17","7625","90.8","2"
"8.67","572343598","2018-02-21","7625","55.94","1"
"0.25","561645529","2018-02-11","7625","92.16","1"
"19.0","568908416","2018-02-18","7625","71.52","1"
"4.0","551429487","2018-02-01","7625","54.28","3"
"4.03","554525646","2018-02-04","7625","66.78","7"
"15.95","551362040","2018-02-01","7625","65.17","22"
"3.0","571604308","2018-02-21","7625","85.5","2"
"2.0","554550409","2018-02-04","7625","86.51","12"
"3.0","571603685","2018-02-21","7625","66.51","1"
"171.0","569888068","2018-02-19","7625","69.53","1"
"1.0","560299324","2018-02-09","7625","93.84","1"
"1.45","561822188","2018-02-11","7625","91.93","1"
"16.06","564402454","2018-02-13","7625","58.63","1"
"54.94","573155151","2018-02-22","7625","77.14","2"
"14.5","555871293","2018-02-05","7625","75.87","45"
"8.47","568475122","2018-02-17","7625","84.46","2"
"6.0","571884250","2018-02-20","7625","68.86","11"
"6.4","573932717","2018-02-23","7625","83.22","11"
"1.0","569748589","2018-02-19","7625","96.28","1"
"28.2","552202197","2018-02-01","7625","86.6","1"
"1.0","573268699","2018-02-22","7625","52.8","1"
"20.0","562234256","2018-02-11","7625","66.23","3"
"6.0","561582182","2018-02-10","7625","92.78","1"
"3.0","569894360","2018-02-19","7625","89.8","2"
"10.0","560188298","2018-02-09","7625","93.48","1"
"2.0","573931885","2018-02-18","7625","78.61","81"
"0.25","570159620","2018-02-19","7625","94.57","1"
"41.96","570155550","2018-02-19","7625","94.16","10"
"2.0","554061655","2018-02-03","7625","74.71","3"
"5.0","554702380","2018-02-04","7625","66.52","2"
"11.55","576468020","2018-02-25","7625","76.59","4"
"3.79","596705064","2018-03-16","7625","32.54","10"
"10.0","602642491","2018-03-21","8743","45.59","185"
"11.5","601048399","2018-03-20","7625","44.74","7"
"51.55","609062742","2018-03-27","2209","0.0","1"
"2.0","583280664","2018-03-03","2209","36.03","14823"
"1.95","602617758","2018-03-21","7625","48.43","58"
"3.0","610997244","2018-03-29","8743","49.09","674"
"0.0","604844268","2018-03-23","2003684","42.71",""
"9.0","607926872","2018-03-26","8743","49.77","173"
"43.36","583452095","2018-03-04","7625","42.47","8"
"3.0","592086170","2018-03-11","8743","47.9","95"
"4.0","595566311","2018-03-15","8743","48.87","590"
"9.31","583512523","2018-03-04","7625","32.04","13"
"11.18","593658529","2018-03-13","2003731","46.96","1"
"11.0","606216167","2018-03-25","7625","46.76","17"
"5.0","581237384","2018-03-02","8743","47.77","146"
"8.0","582669242","2018-03-03","8743","49.37","26"
"1.85","596274720","2018-03-15","7625","46.91","9"
"2.0","593861859","2018-03-13","8743","49.18","701"
"127.0","589091684","2018-03-09","7625","28.15","1"
"3.85","603865548","2018-03-22","7625","47.64","15"
"8.4","604462051","2018-03-20","7625","43.61","59"
"139.4","595392318","2018-03-14","7625","26.98","7"
"330.65","602346710","2018-03-21","8886","22.91",""
"1.9","583600899","2018-03-04","7625","48.58","7"
"99.61","589270748","2018-03-09","2003738","49.43","15"
"10.0","607047698","2018-03-25","8743","48.03","426"
"9.0","606125411","2018-03-24","8743","44.03","32"
"0.0","610071067","2018-03-29","2003684","42.71",""
"10.6","588949517","2018-03-08","7625","48.72","121"
"24.0","587967004","2018-03-08","8743","48.39","20"
"161.99","587960013","2018-03-08","2001632","41.0","121"
"56.0","604309097","2018-03-23","7863","40.76","28"
"9.0","596067560","2018-03-15","7625","27.76","3"
"8.0","589201241","2018-03-09","8743","47.59","7"
"263.38","609112640","2018-03-27","7605","47.21","2"
"10.15","595705828","2018-03-15","7625","47.03","18"
"69.0","596096345","2018-03-15","8743","47.35","14"
"11.0","610408797","2018-03-29","8743","45.07","327"
"12.0","598429360","2018-03-17","8743","45.08","520"
"23.8","581208814","2018-03-02","7625","48.25","29"
"299.95","593866580","2018-03-13","71","46.25","1"
"6.0","595064472","2018-03-14","8743","48.45","25"
"16.0","580712656","2018-03-01","8743","42.36","37"
"3.0","593011482","2018-03-12","8743","48.67","202"
"15.0","592986517","2018-03-12","8743","47.36","82"
"5.0","597175093","2018-03-16","7625","47.53","14"
"10.0","598828256","2018-03-18","8743","47.62","79"
"9.0","598144046","2018-03-17","8743","46.42","80"
"2099.0","584668799","2018-03-05","13000","48.45",""
"27.05","598016866","2018-03-17","7625","46.14","8"
"8.0","607797813","2018-03-26","8743","47.78","121"
"386.51","585738669","2018-03-06","6189","40.14",""
"56.79","600195879","2018-03-19","2003774","47.41","5"
"146.27","595401543","2018-03-14","2003405","47.02",""
"3.7","594088418","2018-03-13","7625","48.74","30"
"2.0","607930243","2018-03-26","2209","32.0","1147"
"10.0","593937479","2018-03-13","8743","48.74","28"
"29.95","595685403","2018-03-15","7625","40.88","16"
"3.88","585532832","2018-03-05","7625","47.28","104"
"3.09","597555837","2018-03-17","7625","12.57","38"
"9.0","595677866","2018-03-15","8743","48.55","36"
"14.0","595592453","2018-03-15","8743","47.45","41"
"7.0","612016393","2018-03-30","8743","47.61","127"
"14.0","599480651","2018-03-18","8743","44.17","775"
"18.0","606219138","2018-03-25","8743","42.68","14"
"20.5","598709404","2018-03-18","7625","25.38","15"
"18.8","609345141","2018-03-28","7625","45.3","15"
"18.35","589199327","2018-03-09","7625","45.11","5"
"16.0","608865236","2018-03-27","7625","46.1","20"
"10.0","587346319","2018-03-07","8743","46.32","8"
"5.0","586327355","2018-03-06","8743","44.86","1"
"7.1","594006040","2018-03-13","1632","46.51",""
"0.0","594437322","2018-03-14","8150","46.21","2"
"6.0","609179617","2018-03-28","8743","47.89","113"
"149.64","603487265","2018-03-22","7625","29.69","9"
"17.18","592458039","2018-03-12","7625","46.81","21"
"5.0","596014174","2018-03-15","8743","43.2","15"
"7.57","581677384","2018-03-02","7625","47.53","21"
"3.0","588498657","2018-03-08","7625","42.92","17"
"149.5","610035283","2018-03-29","5195","38.21","0"
"10.9","594152575","2018-03-13","14731","46.53","199"
"849.24","603342000","2018-03-22","2002148","43.79","6"
"1200.26","600688138","2018-03-19","155","20.66",""
"14.72","588171323","2018-03-08","14731","47.15","22"
"8.0","589213511","2018-03-09","8743","40.28","246"
"26.0","595686543","2018-03-15","7625","20.26","5"
"8.0","589766260","2018-03-09","7625","26.3","3"
"4.0","608098563","2018-03-26","7625","48.02","48"
"14.0","607381791","2018-03-26","7625","44.82","5"
"2.0","605429587","2018-03-24","7625","0.0","19"
"399.98","588154221","2018-03-08","10153","46.83","19"
"3.0","600472661","2018-03-19","8743","47.31","6"
"341.75","590641268","2018-03-10","12060","46.46","2"
"14.24","592601805","2018-03-12","7625","42.49","90"
"22.0","597701283","2018-03-09","7625","41.16","29"
"7.65","610072102","2018-03-29","7625","45.03","5"
"16.0","602753786","2018-03-21","8743","46.48","705"
"15.6","585309367","2018-03-05","7625","47.78","7"
"3.9","598712615","2018-03-18","7625","46.35","53"
"12.0","597805178","2018-03-17","8743","47.25","37"
"20.66","589243847","2018-03-09","7625","29.24","26"
"9.0","596099173","2018-03-15","8743","48.52","5"
"8.0","601050086","2018-03-20","8743","48.33","116"
"70.54","586529172","2018-03-06","6296","33.57",""
"6.28","606917086","2018-03-25","7625","0.0","63"
"8.0","599919663","2018-03-19","7625","27.57","14"
"79.81","608097111","2018-03-26","2003738","47.93","0"
"18.0","608233824","2018-03-27","8743","49.19","806"
"1.85","595704274","2018-03-15","7625","41.85","19"
"5.0","602672103","2018-03-21","7625","48.48","11"
"0.0","597495742","2018-03-16","2003684","42.71",""
"8.0","603478847","2018-03-22","7625","46.54","19"
"3.0","608324748","2018-03-27","7625","48.12","14"
"4.0","593644373","2018-03-13","8743","48.54","40"
"11.0","606124827","2018-03-24","7625","43.65","14"
"8.0","595405815","2018-03-15","7625","9.89","6"
"18.2","599316870","2018-03-18","8742","43.68","1"
"8.0","595559350","2018-03-15","8743","48.8","36"
"9.0","611334272","2018-03-30","8743","45.63","137"
"19.5","593098214","2018-03-12","7625","47.24","31"
"310.0","590072449","2018-03-10","5195","38.41","0"
"7.0","593867606","2018-03-13","8743","48.46","88"
"58.85","586272307","2018-03-06","7625","25.22","8"
"10.0","588427806","2018-03-08","8743","49.03","68"
"8.0","590009701","2018-03-09","8743","46.61","13"
"41.92","606587184","2018-03-25","7625","45.9","13"
"9.0","589100294","2018-03-09","8743","48.13","69"
"114.8","585298550","2018-03-05","7448","36.22","2"
"2.0","581318475","2018-03-02","7625","48.94","10"
"5.0","596006057","2018-03-15","8743","47.95","16"
"15.36","596194397","2018-03-15","14739","45.04","15"
"776.99","905126445","2018-03-17","2007014","35.57",""
"2.0","606096498","2018-03-24","7625","0.0","16"
"12.5","609059498","2018-03-27","7625","10.46","13"
"13.2","607508455","2018-03-26","14731","44.3","57"
"6.0","604081168","2018-03-23","8743","48.48","88"
"46.5","602296156","2018-03-21","7625","44.77","5"
